industrial_aggregate_including_unclassified_businesses,industrial_aggregate_excluding_unclassified_businesses,goods_producing_industries,forestry_logging_and_support,mining_quarrying_and_oil_and_gas_extraction,utilities,construction,manufacturing,service_producing_industries,trade,transportation_and_warehousing,information_and_cultural_industries,finance_and_insurance,real_estate_and_rental_and_leasing,professional_scientific_and_technical_services,management_of_companies_and_enterprises,administrative_and_support_waste_management_and_remediation_,educational_services,health_care_and_social_assistance,arts_entertainment_and_recreation,accommodation_and_food_services,other_services_except_public_administration,public_administration,unclassified_businesses,date,month,geography,type_of_employee
0.0,295268.0,55562.0,0.0,8953.0,1396.0,26313.0,18546.0,239705.0,66284.0,10831.0,0.0,3368.0,3092.0,6985.0,0.0,9741.0,1688.0,61892.0,6259.0,33524.0,12032.0,18714.0,0.0,2022-12-22,June 2022,Saskatchewan,Employees paid by the hour
0.0,294486.0,57852.0,0.0,10658.0,1084.0,27740.0,17930.0,236634.0,66415.0,10906.0,0.0,2244.0,3108.0,6953.0,0.0,10491.0,1550.0,61727.0,6765.0,34898.0,11789.0,15388.0,0.0,2022-12-22,July 2022,Saskatchewan,Employees paid by the hour
0.0,294481.0,56976.0,0.0,8599.0,1463.0,27989.0,18432.0,237505.0,66332.0,10847.0,0.0,3214.0,2909.0,6587.0,0.0,9566.0,1450.0,61617.0,6851.0,34574.0,11722.0,16698.0,0.0,2022-12-22,August 2022,Saskatchewan,Employees paid by the hour
0.0,292749.0,58824.0,0.0,9736.0,1751.0,28578.0,18282.0,233925.0,64482.0,11560.0,0.0,3211.0,2756.0,6801.0,0.0,9458.0,1586.0,61348.0,6760.0,33857.0,11430.0,16180.0,0.0,2022-12-22,September 2022,Saskatchewan,Employees paid by the hour
0.0,290373.0,57534.0,0.0,9853.0,1437.0,27423.0,18383.0,232839.0,63219.0,11742.0,0.0,3671.0,2668.0,7237.0,0.0,9251.0,1701.0,62226.0,6410.0,33058.0,11267.0,14813.0,0.0,2022-12-22,October 2022,Saskatchewan,Employees paid by the hour
0.0,745438.0,148285.0,560.0,63827.0,0.0,36933.0,38036.0,597152.0,89260.0,38810.0,12610.0,52150.0,14726.0,68115.0,0.0,27245.0,132048.0,40413.0,0.0,11313.0,18775.0,73901.0,0.0,2022-12-22,January 2022,Alberta,Salaried employees paid a fixed salary
0.0,737947.0,146354.0,0.0,62224.0,0.0,33922.0,37900.0,591593.0,85834.0,38074.0,12654.0,50918.0,14174.0,69004.0,0.0,22659.0,134284.0,40436.0,0.0,11238.0,19166.0,74196.0,0.0,2022-12-22,February 2022,Alberta,Salaried employees paid a fixed salary
0.0,722881.0,144653.0,0.0,61042.0,10759.0,31076.0,41085.0,578228.0,84065.0,35889.0,11336.0,50348.0,15649.0,68481.0,0.0,24038.0,135313.0,35788.0,0.0,10305.0,18554.0,70713.0,0.0,2022-12-22,March 2022,Alberta,Salaried employees paid a fixed salary
0.0,722474.0,143223.0,471.0,62531.0,9498.0,35089.0,35634.0,579251.0,82449.0,35045.0,11274.0,54050.0,13896.0,70430.0,0.0,24117.0,135516.0,31906.0,0.0,10959.0,19208.0,71370.0,0.0,2022-12-22,April 2022,Alberta,Salaried employees paid a fixed salary
0.0,729473.0,145812.0,418.0,65650.0,11015.0,33321.0,35409.0,583660.0,79236.0,37994.0,11879.0,51638.0,15955.0,69676.0,0.0,23874.0,132730.0,38347.0,0.0,10109.0,19006.0,74699.0,0.0,2022-12-22,May 2022,Alberta,Salaried employees paid a fixed salary
0.0,738110.0,134328.0,363.0,62943.0,9778.0,32488.0,28756.0,603782.0,73249.0,34952.0,11268.0,54507.0,14051.0,71010.0,0.0,26286.0,131961.0,64253.0,0.0,9560.0,19559.0,73765.0,0.0,2022-12-22,June 2022,Alberta,Salaried employees paid a fixed salary
0.0,700187.0,138206.0,313.0,61874.0,10707.0,34847.0,30465.0,561981.0,79769.0,31041.0,12680.0,56256.0,13620.0,72545.0,0.0,22862.0,117404.0,38494.0,0.0,9864.0,19204.0,70556.0,0.0,2022-12-22,July 2022,Alberta,Salaried employees paid a fixed salary
0.0,698422.0,141275.0,56.0,66271.0,10401.0,32079.0,32468.0,557147.0,77929.0,36360.0,12134.0,53673.0,16147.0,67612.0,0.0,21276.0,103738.0,39057.0,0.0,11350.0,17871.0,81124.0,0.0,2022-12-22,August 2022,Alberta,Salaried employees paid a fixed salary
0.0,716974.0,134595.0,384.0,64107.0,7686.0,32040.0,30379.0,582379.0,76172.0,34233.0,12978.0,54571.0,17080.0,67043.0,0.0,20744.0,130305.0,42353.0,0.0,11014.0,17730.0,79201.0,0.0,2022-12-22,September 2022,Alberta,Salaried employees paid a fixed salary
0.0,730067.0,133783.0,320.0,58580.0,8637.0,34558.0,31687.0,596284.0,84766.0,34081.0,11458.0,55167.0,18830.0,72273.0,0.0,20213.0,134491.0,41450.0,0.0,12106.0,15599.0,75855.0,0.0,2022-12-22,October 2022,Alberta,Salaried employees paid a fixed salary
0.0,1035420.0,221374.0,2480.0,27269.0,0.0,111441.0,73608.0,814046.0,232021.0,53865.0,11451.0,10480.0,15181.0,39247.0,0.0,53283.0,5834.0,177075.0,0.0,122548.0,40124.0,28225.0,0.0,2022-12-22,January 2022,Alberta,Employees paid by the hour
0.0,1059128.0,232337.0,0.0,30541.0,0.0,120596.0,74739.0,826792.0,226727.0,55022.0,12094.0,11603.0,16930.0,40409.0,0.0,57773.0,6073.0,183060.0,0.0,122478.0,40667.0,28915.0,0.0,2022-12-22,February 2022,Alberta,Employees paid by the hour
0.0,1086876.0,235362.0,0.0,29324.0,5143.0,124432.0,73617.0,851514.0,232212.0,54295.0,13095.0,11732.0,16044.0,44322.0,0.0,56695.0,4775.0,189477.0,0.0,128855.0,41611.0,30459.0,0.0,2022-12-22,March 2022,Alberta,Employees paid by the hour
0.0,1115670.0,239934.0,2445.0,27986.0,6215.0,122567.0,80721.0,875737.0,233117.0,61175.0,13674.0,10170.0,18154.0,41131.0,0.0,59097.0,5836.0,194432.0,0.0,133947.0,42026.0,33141.0,0.0,2022-12-22,April 2022,Alberta,Employees paid by the hour
0.0,1137737.0,250046.0,2014.0,29805.0,4734.0,132757.0,80736.0,887691.0,240919.0,55259.0,12993.0,13199.0,16035.0,43552.0,0.0,61250.0,5533.0,187596.0,0.0,140864.0,43871.0,32855.0,0.0,2022-12-22,May 2022,Alberta,Employees paid by the hour
0.0,1141723.0,253189.0,2130.0,31489.0,6304.0,139398.0,73868.0,888534.0,248515.0,59679.0,13382.0,11027.0,19296.0,43888.0,0.0,62107.0,5667.0,163779.0,0.0,145646.0,43942.0,36580.0,0.0,2022-12-22,June 2022,Alberta,Employees paid by the hour
0.0,1179816.0,253137.0,2183.0,31624.0,6823.0,141403.0,71104.0,926678.0,243732.0,65900.0,12909.0,8739.0,19192.0,43724.0,0.0,66756.0,6027.0,189588.0,0.0,148034.0,45570.0,38275.0,0.0,2022-12-22,July 2022,Alberta,Employees paid by the hour
0.0,1177933.0,266694.0,2948.0,26484.0,7375.0,144354.0,85533.0,911239.0,246350.0,62619.0,13506.0,11390.0,18404.0,46073.0,0.0,66160.0,5613.0,185396.0,0.0,144361.0,47342.0,28188.0,0.0,2022-12-22,August 2022,Alberta,Employees paid by the hour
0.0,1202226.0,276047.0,2926.0,29616.0,9749.0,147210.0,86545.0,926180.0,249569.0,67443.0,12168.0,10493.0,17432.0,48537.0,0.0,66998.0,6349.0,187499.0,0.0,145189.0,48001.0,30206.0,0.0,2022-12-22,September 2022,Alberta,Employees paid by the hour
0.0,1180086.0,273362.0,2765.0,35256.0,8122.0,141671.0,85548.0,906724.0,243384.0,66714.0,14123.0,10118.0,14948.0,43781.0,0.0,63887.0,6782.0,189025.0,0.0,141199.0,46071.0,33814.0,0.0,2022-12-22,October 2022,Alberta,Employees paid by the hour
0.0,842475.0,85713.0,2905.0,10867.0,0.0,25646.0,40419.0,756762.0,82089.0,46366.0,41023.0,64575.0,22021.0,110588.0,0.0,29258.0,164437.0,36954.0,12761.0,21493.0,21783.0,94752.0,0.0,2022-12-22,January 2022,British Columbia,Salaried employees paid a fixed salary
0.0,856286.0,85759.0,0.0,9870.0,0.0,26581.0,39255.0,770528.0,87893.0,42340.0,43162.0,66411.0,21296.0,112835.0,0.0,27701.0,170907.0,35954.0,12715.0,22922.0,23442.0,94941.0,0.0,2022-12-22,February 2022,British Columbia,Salaried employees paid a fixed salary
0.0,850659.0,86613.0,2668.0,9341.0,0.0,27309.0,40745.0,764045.0,85861.0,43838.0,33158.0,66030.0,23010.0,111073.0,0.0,30229.0,174300.0,33142.0,12368.0,24152.0,23795.0,95711.0,0.0,2022-12-22,March 2022,British Columbia,Salaried employees paid a fixed salary
0.0,856363.0,87853.0,1864.0,9198.0,5943.0,30069.0,40778.0,768510.0,83636.0,44779.0,36503.0,70156.0,21148.0,122053.0,0.0,30481.0,171150.0,30690.0,13352.0,21821.0,21164.0,94099.0,0.0,2022-12-22,April 2022,British Columbia,Salaried employees paid a fixed salary
0.0,836238.0,79982.0,1607.0,7976.0,7049.0,25812.0,37537.0,756256.0,84283.0,42441.0,41862.0,64071.0,24290.0,116181.0,0.0,28983.0,164717.0,32968.0,12503.0,20633.0,18387.0,94956.0,0.0,2022-12-22,May 2022,British Columbia,Salaried employees paid a fixed salary
0.0,830717.0,82993.0,1056.0,10337.0,6810.0,29806.0,34984.0,747724.0,80600.0,38755.0,33937.0,67629.0,24774.0,109417.0,0.0,30323.0,166815.0,34379.0,11926.0,22288.0,19572.0,97971.0,0.0,2022-12-22,June 2022,British Columbia,Salaried employees paid a fixed salary
0.0,798590.0,88522.0,700.0,10971.0,7099.0,30936.0,38815.0,710068.0,81107.0,41067.0,42258.0,70157.0,24551.0,114613.0,0.0,28594.0,117885.0,36521.0,11337.0,20711.0,19246.0,91737.0,0.0,2022-12-22,July 2022,British Columbia,Salaried employees paid a fixed salary
0.0,790311.0,84254.0,0.0,12074.0,6491.0,27726.0,37988.0,706056.0,86952.0,45192.0,39333.0,69181.0,27553.0,116277.0,0.0,29129.0,96657.0,34696.0,13288.0,21154.0,20628.0,96056.0,0.0,2022-12-22,August 2022,British Columbia,Salaried employees paid a fixed salary
0.0,866498.0,80026.0,1490.0,7463.0,5350.0,28726.0,36997.0,786472.0,82895.0,46454.0,44101.0,75486.0,26417.0,117152.0,0.0,28115.0,162980.0,35076.0,13865.0,20654.0,18957.0,103940.0,0.0,2022-12-22,September 2022,British Columbia,Salaried employees paid a fixed salary
0.0,855301.0,85964.0,1224.0,8931.0,5873.0,32633.0,37302.0,769337.0,86275.0,43842.0,37541.0,70358.0,26393.0,118358.0,0.0,28337.0,164345.0,36593.0,14276.0,19081.0,14604.0,99751.0,0.0,2022-12-22,October 2022,British Columbia,Salaried employees paid a fixed salary
0.0,1333596.0,257210.0,8585.0,9585.0,0.0,129699.0,103147.0,1076386.0,277278.0,61593.0,16189.0,25123.0,18196.0,43534.0,0.0,72407.0,11320.0,259304.0,27272.0,165155.0,44358.0,45483.0,0.0,2022-12-22,January 2022,British Columbia,Employees paid by the hour
0.0,1346452.0,267797.0,0.0,11106.0,0.0,134183.0,107326.0,1078655.0,265366.0,66782.0,16173.0,23334.0,19491.0,43517.0,0.0,73534.0,11489.0,263597.0,28486.0,167791.0,42505.0,46393.0,0.0,2022-12-22,February 2022,British Columbia,Employees paid by the hour
0.0,1371764.0,268338.0,11947.0,11482.0,0.0,134950.0,104632.0,1103426.0,268055.0,65248.0,25480.0,22176.0,15519.0,48885.0,0.0,72887.0,11147.0,268615.0,30821.0,172360.0,43577.0,47562.0,0.0,2022-12-22,March 2022,British Columbia,Employees paid by the hour
0.0,1392185.0,271878.0,11902.0,11570.0,5920.0,135250.0,107236.0,1120307.0,269352.0,67473.0,23919.0,20803.0,17280.0,39101.0,0.0,74881.0,11209.0,271113.0,32480.0,184619.0,47346.0,49892.0,0.0,2022-12-22,April 2022,British Columbia,Employees paid by the hour
0.0,1425258.0,283209.0,13001.0,13234.0,4763.0,142107.0,110103.0,1142049.0,272077.0,69418.0,19327.0,25324.0,17824.0,48168.0,0.0,77649.0,11369.0,270452.0,31586.0,190249.0,48625.0,50853.0,0.0,2022-12-22,May 2022,British Columbia,Employees paid by the hour
0.0,1464775.0,287721.0,13428.0,12118.0,5267.0,142154.0,114754.0,1177054.0,278613.0,74145.0,26619.0,21465.0,18445.0,54419.0,0.0,79010.0,11508.0,271826.0,34195.0,195940.0,51209.0,49681.0,0.0,2022-12-22,June 2022,British Columbia,Employees paid by the hour
0.0,1475713.0,286604.0,15516.0,11315.0,4781.0,144829.0,110162.0,1189109.0,283146.0,71718.0,20195.0,21637.0,18818.0,52143.0,0.0,82841.0,13051.0,270638.0,36808.0,200204.0,50353.0,58706.0,0.0,2022-12-22,July 2022,British Columbia,Employees paid by the hour
0.0,1459274.0,292527.0,0.0,11450.0,5674.0,149009.0,110137.0,1166748.0,275676.0,70454.0,24294.0,21823.0,16276.0,48217.0,0.0,81108.0,12043.0,271783.0,34456.0,200031.0,48088.0,53293.0,0.0,2022-12-22,August 2022,British Columbia,Employees paid by the hour
0.0,1453870.0,297421.0,13312.0,16801.0,6842.0,149593.0,110873.0,1156449.0,278877.0,69927.0,17759.0,16480.0,17040.0,51322.0,0.0,83367.0,10383.0,274364.0,33339.0,198556.0,49844.0,46381.0,0.0,2022-12-22,September 2022,British Columbia,Employees paid by the hour
0.0,1444845.0,284965.0,11937.0,14957.0,6201.0,143515.0,108355.0,1159880.0,273262.0,70451.0,26075.0,19381.0,15984.0,48008.0,0.0,81176.0,10838.0,272412.0,30440.0,195309.0,53478.0,51360.0,0.0,2022-12-22,October 2022,British Columbia,Employees paid by the hour
0.0,9346.0,0.0,0.0,0.0,0.0,0.0,0.0,8737.0,568.0,380.0,0.0,273.0,0.0,0.0,0.0,80.0,0.0,251.0,0.0,163.0,0.0,4395.0,0.0,2022-12-22,January 2022,Yukon,Salaried employees paid a fixed salary
0.0,9281.0,0.0,0.0,0.0,0.0,0.0,0.0,8616.0,512.0,387.0,0.0,268.0,0.0,0.0,0.0,68.0,0.0,147.0,0.0,166.0,0.0,4354.0,0.0,2022-12-22,February 2022,Yukon,Salaried employees paid a fixed salary
0.0,9494.0,0.0,0.0,0.0,0.0,0.0,0.0,8826.0,516.0,379.0,0.0,263.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,179.0,0.0,4616.0,0.0,2022-12-22,March 2022,Yukon,Salaried employees paid a fixed salary
0.0,9415.0,0.0,0.0,0.0,0.0,0.0,0.0,8802.0,571.0,382.0,0.0,278.0,0.0,0.0,0.0,43.0,0.0,103.0,0.0,231.0,0.0,4509.0,0.0,2022-12-22,April 2022,Yukon,Salaried employees paid a fixed salary
0.0,9444.0,0.0,0.0,0.0,0.0,0.0,0.0,8867.0,509.0,385.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,153.0,0.0,220.0,0.0,4524.0,0.0,2022-12-22,May 2022,Yukon,Salaried employees paid a fixed salary
0.0,9643.0,0.0,0.0,0.0,0.0,0.0,0.0,8965.0,470.0,274.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,220.0,0.0,4671.0,0.0,2022-12-22,June 2022,Yukon,Salaried employees paid a fixed salary
0.0,8888.0,0.0,0.0,0.0,0.0,0.0,0.0,8189.0,491.0,361.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,289.0,0.0,4532.0,0.0,2022-12-22,July 2022,Yukon,Salaried employees paid a fixed salary
0.0,9355.0,0.0,0.0,0.0,0.0,0.0,0.0,8603.0,472.0,257.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,128.0,0.0,275.0,0.0,4508.0,0.0,2022-12-22,August 2022,Yukon,Salaried employees paid a fixed salary
0.0,9298.0,0.0,0.0,0.0,0.0,0.0,0.0,8578.0,464.0,247.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,229.0,0.0,4508.0,0.0,2022-12-22,September 2022,Yukon,Salaried employees paid a fixed salary
0.0,9404.0,0.0,0.0,0.0,0.0,0.0,0.0,8684.0,480.0,258.0,0.0,264.0,0.0,0.0,0.0,51.0,0.0,122.0,0.0,187.0,0.0,4653.0,0.0,2022-12-22,October 2022,Yukon,Salaried employees paid a fixed salary
0.0,11362.0,0.0,0.0,0.0,0.0,0.0,0.0,9358.0,2319.0,616.0,0.0,42.0,0.0,0.0,0.0,395.0,0.0,1322.0,0.0,1176.0,0.0,2357.0,0.0,2022-12-22,January 2022,Yukon,Employees paid by the hour
0.0,11465.0,0.0,0.0,0.0,0.0,0.0,0.0,9459.0,2233.0,616.0,0.0,40.0,0.0,0.0,0.0,405.0,0.0,1442.0,0.0,1170.0,0.0,2403.0,0.0,2022-12-22,February 2022,Yukon,Employees paid by the hour
0.0,11786.0,0.0,0.0,0.0,0.0,0.0,0.0,9742.0,2235.0,646.0,0.0,55.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,1203.0,0.0,2437.0,0.0,2022-12-22,March 2022,Yukon,Employees paid by the hour
0.0,12004.0,0.0,0.0,0.0,0.0,0.0,0.0,9787.0,2253.0,790.0,0.0,37.0,0.0,0.0,0.0,362.0,0.0,1501.0,0.0,1214.0,0.0,2386.0,0.0,2022-12-22,April 2022,Yukon,Employees paid by the hour
0.0,12473.0,0.0,0.0,0.0,0.0,0.0,0.0,9969.0,2309.0,690.0,0.0,0.0,0.0,0.0,0.0,418.0,0.0,1452.0,0.0,1441.0,0.0,2314.0,0.0,2022-12-22,May 2022,Yukon,Employees paid by the hour
0.0,13529.0,0.0,0.0,0.0,0.0,0.0,0.0,10661.0,2352.0,873.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,1543.0,0.0,2715.0,0.0,2022-12-22,June 2022,Yukon,Employees paid by the hour
0.0,13608.0,0.0,0.0,0.0,0.0,0.0,0.0,10683.0,2361.0,768.0,0.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,1652.0,0.0,2807.0,0.0,2022-12-22,July 2022,Yukon,Employees paid by the hour
0.0,13749.0,0.0,0.0,0.0,0.0,0.0,0.0,10539.0,2371.0,669.0,0.0,0.0,0.0,0.0,0.0,346.0,0.0,1481.0,0.0,1720.0,0.0,2605.0,0.0,2022-12-22,August 2022,Yukon,Employees paid by the hour
0.0,13580.0,0.0,0.0,0.0,0.0,0.0,0.0,10468.0,2437.0,664.0,0.0,0.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,1640.0,0.0,2588.0,0.0,2022-12-22,September 2022,Yukon,Employees paid by the hour
0.0,13109.0,0.0,0.0,0.0,0.0,0.0,0.0,10217.0,2476.0,647.0,0.0,24.0,0.0,0.0,0.0,388.0,0.0,1497.0,0.0,1462.0,0.0,2579.0,0.0,2022-12-22,October 2022,Yukon,Employees paid by the hour
0.0,11865.0,1742.0,0.0,0.0,0.0,145.0,0.0,10123.0,537.0,656.0,0.0,0.0,0.0,516.0,0.0,0.0,0.0,162.0,0.0,210.0,281.0,4906.0,0.0,2022-12-22,January 2022,Northwest Territories,Salaried employees paid a fixed salary
0.0,11973.0,1653.0,0.0,0.0,0.0,84.0,0.0,10319.0,613.0,678.0,0.0,0.0,0.0,512.0,0.0,0.0,0.0,153.0,0.0,144.0,360.0,5014.0,0.0,2022-12-22,February 2022,Northwest Territories,Salaried employees paid a fixed salary
0.0,11666.0,1527.0,0.0,0.0,0.0,72.0,0.0,10138.0,599.0,648.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,134.0,0.0,148.0,331.0,4857.0,0.0,2022-12-22,March 2022,Northwest Territories,Salaried employees paid a fixed salary
0.0,11632.0,1721.0,0.0,0.0,0.0,119.0,0.0,9911.0,612.0,545.0,0.0,466.0,0.0,372.0,0.0,0.0,0.0,0.0,0.0,174.0,268.0,4955.0,0.0,2022-12-22,April 2022,Northwest Territories,Salaried employees paid a fixed salary
0.0,12257.0,2316.0,0.0,0.0,0.0,209.0,0.0,9941.0,556.0,530.0,0.0,0.0,0.0,402.0,0.0,0.0,0.0,0.0,0.0,168.0,221.0,5032.0,0.0,2022-12-22,May 2022,Northwest Territories,Salaried employees paid a fixed salary
0.0,11937.0,2077.0,0.0,0.0,0.0,248.0,0.0,9860.0,501.0,580.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,160.0,0.0,0.0,198.0,4886.0,0.0,2022-12-22,June 2022,Northwest Territories,Salaried employees paid a fixed salary
0.0,13160.0,2402.0,0.0,0.0,0.0,283.0,0.0,10758.0,573.0,592.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,512.0,0.0,0.0,181.0,5542.0,0.0,2022-12-22,July 2022,Northwest Territories,Salaried employees paid a fixed salary
0.0,12549.0,2153.0,0.0,0.0,0.0,268.0,0.0,10396.0,572.0,576.0,0.0,294.0,0.0,342.0,0.0,0.0,0.0,517.0,0.0,242.0,213.0,5354.0,0.0,2022-12-22,August 2022,Northwest Territories,Salaried employees paid a fixed salary
0.0,12731.0,2141.0,0.0,0.0,0.0,272.0,0.0,10590.0,422.0,570.0,0.0,316.0,0.0,332.0,0.0,0.0,0.0,516.0,0.0,282.0,238.0,5370.0,0.0,2022-12-22,September 2022,Northwest Territories,Salaried employees paid a fixed salary
0.0,13182.0,2447.0,0.0,0.0,0.0,548.0,0.0,10734.0,446.0,529.0,0.0,335.0,0.0,370.0,0.0,0.0,0.0,475.0,0.0,0.0,209.0,5513.0,0.0,2022-12-22,October 2022,Northwest Territories,Salaried employees paid a fixed salary
0.0,12568.0,3011.0,0.0,0.0,0.0,1853.0,0.0,9557.0,2263.0,470.0,0.0,0.0,0.0,349.0,0.0,0.0,0.0,1581.0,0.0,1158.0,411.0,2346.0,0.0,2022-12-22,January 2022,Northwest Territories,Employees paid by the hour
0.0,13065.0,3251.0,0.0,0.0,0.0,1928.0,0.0,9814.0,2283.0,536.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,1635.0,0.0,1119.0,491.0,2346.0,0.0,2022-12-22,February 2022,Northwest Territories,Employees paid by the hour
0.0,13729.0,3267.0,0.0,0.0,0.0,2054.0,0.0,10462.0,2480.0,581.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,1721.0,0.0,1145.0,578.0,2483.0,0.0,2022-12-22,March 2022,Northwest Territories,Employees paid by the hour
0.0,13554.0,3093.0,0.0,0.0,0.0,1986.0,0.0,10461.0,2242.0,707.0,0.0,10.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,1181.0,594.0,2567.0,0.0,2022-12-22,April 2022,Northwest Territories,Employees paid by the hour
0.0,12594.0,2298.0,0.0,0.0,0.0,1782.0,0.0,10296.0,2107.0,731.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,1188.0,592.0,2603.0,0.0,2022-12-22,May 2022,Northwest Territories,Employees paid by the hour
0.0,14027.0,2485.0,0.0,0.0,0.0,1982.0,0.0,11542.0,2238.0,889.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,1703.0,0.0,0.0,706.0,3151.0,0.0,2022-12-22,June 2022,Northwest Territories,Employees paid by the hour
0.0,13531.0,2607.0,0.0,0.0,0.0,2027.0,0.0,10924.0,2200.0,871.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,1483.0,0.0,0.0,757.0,2860.0,0.0,2022-12-22,July 2022,Northwest Territories,Employees paid by the hour
0.0,13910.0,2877.0,0.0,0.0,0.0,2088.0,0.0,11033.0,2209.0,909.0,0.0,195.0,0.0,289.0,0.0,0.0,0.0,1466.0,0.0,1174.0,637.0,3002.0,0.0,2022-12-22,August 2022,Northwest Territories,Employees paid by the hour
0.0,13583.0,2870.0,0.0,0.0,0.0,2119.0,0.0,10712.0,2247.0,883.0,0.0,173.0,0.0,310.0,0.0,0.0,0.0,1425.0,0.0,1177.0,628.0,2658.0,0.0,2022-12-22,September 2022,Northwest Territories,Employees paid by the hour
0.0,13352.0,2554.0,0.0,0.0,0.0,1881.0,0.0,10798.0,2277.0,932.0,0.0,166.0,0.0,283.0,0.0,0.0,0.0,1536.0,0.0,0.0,609.0,2389.0,0.0,2022-12-22,October 2022,Northwest Territories,Employees paid by the hour
0.0,8780.0,2043.0,0.0,0.0,0.0,0.0,0.0,6737.0,212.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,January 2022,Nunavut,Salaried employees paid a fixed salary
0.0,8852.0,1897.0,0.0,0.0,0.0,96.0,0.0,6955.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,February 2022,Nunavut,Salaried employees paid a fixed salary
0.0,8828.0,1530.0,0.0,0.0,0.0,106.0,0.0,7298.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,March 2022,Nunavut,Salaried employees paid a fixed salary
0.0,9005.0,1528.0,0.0,0.0,0.0,114.0,0.0,7477.0,0.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,April 2022,Nunavut,Salaried employees paid a fixed salary
0.0,8687.0,1433.0,0.0,0.0,0.0,122.0,0.0,7253.0,183.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,May 2022,Nunavut,Salaried employees paid a fixed salary
0.0,8826.0,2156.0,0.0,0.0,0.0,0.0,0.0,6670.0,145.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,June 2022,Nunavut,Salaried employees paid a fixed salary
0.0,7949.0,1562.0,0.0,0.0,0.0,0.0,0.0,6388.0,175.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,July 2022,Nunavut,Salaried employees paid a fixed salary
0.0,8147.0,1903.0,0.0,0.0,0.0,104.0,0.0,6244.0,198.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,August 2022,Nunavut,Salaried employees paid a fixed salary
0.0,7814.0,1332.0,0.0,0.0,0.0,128.0,0.0,6482.0,153.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,September 2022,Nunavut,Salaried employees paid a fixed salary
0.0,8121.0,1741.0,0.0,0.0,0.0,117.0,0.0,6381.0,216.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,October 2022,Nunavut,Salaried employees paid a fixed salary
0.0,9710.0,2391.0,0.0,0.0,0.0,0.0,0.0,7319.0,1960.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,January 2022,Nunavut,Employees paid by the hour
0.0,10816.0,2584.0,0.0,0.0,0.0,568.0,0.0,8232.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,February 2022,Nunavut,Employees paid by the hour
0.0,11179.0,2889.0,0.0,0.0,0.0,545.0,0.0,8290.0,0.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,March 2022,Nunavut,Employees paid by the hour
0.0,11073.0,2944.0,0.0,0.0,0.0,613.0,0.0,8130.0,0.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,2022-12-22,April 2022,Nunavut,Employees paid by the hour
